"gene_id","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position"
"1700123K08RIK","76658","ENSMUSG00000029526","5","138561840","138564712"
"1700123L14RIK","","ENSMUSG00000072878","6","96164497","96166243"
"1700123M08RIK","","ENSMUSG00000085614","4","11966565","11994280"
"1700123O12RIK","","ENSMUSG00000086080","4","10479962","10797811"
"1700123O20RIK","58248","ENSMUSG00000040822","14","54686171","54690742"
"1700123O21RIK","","ENSMUSG00000101481","16","5975585","5998496"
"1700124L16RIK","","ENSMUSG00000099354","6","83761756","83762865"
"1700125G02RIK","","ENSMUSG00000085263","4","124890888","124894782"
"1700125G22RIK","","ENSMUSG00000097584","3","27154026","27157019"
"1700125H03RIK","","ENSMUSG00000085197","8","68368434","68375710"
"1700125H20RIK","73634","ENSMUSG00000018479","11","85170404","85181145"
"1700126H18RIK","","ENSMUSG00000107014","5","66166607","66191336"
"1700128A07RIK","","ENSMUSG00000099794","14","106417187","106486520"
"1700128F08RIK","","ENSMUSG00000031998","9","8221889","8241987"
"1700129C05RIK","67932","ENSMUSG00000021977","14","59133040","59142893"
"1810006J02RIK","","ENSMUSG00000100182","1","98131456","98144655"
"1810007C17RIK","","ENSMUSG00000100844","12","49476991","49480862"
"1810007D17RIK","","ENSMUSG00000100001","19","58606329","58629753"
"1810008I18RIK","","ENSMUSG00000100094","7","65803111","65806449"
"1810009A15RIK","66276;105242733","ENSMUSG00000071653","19","8888853","8890881"
"1810009J06RIK","73626","ENSMUSG00000094808","6","40964754","40968435"
"1810010H24RIK","","ENSMUSG00000078607","11","107028118","107030443"
"1810011H11RIK","69069","ENSMUSG00000041707","14","32785963","32817968"
"1810011O10RIK","69068","ENSMUSG00000056313","8","24437180","24438984"
"1810012K16RIK","","ENSMUSG00000099825","8","22398721","22399596"
"1810013L24RIK","69053","ENSMUSG00000022507","16","8830100","8858916"
"1810014B01RIK","","ENSMUSG00000097412","10","86685601","86694806"
"1810018F18RIK","","ENSMUSG00000101088","19","58698917","58715770"
"1810019D21RIK","","ENSMUSG00000086390","8","106135400","106138525"
"1810020O05RIK","","ENSMUSG00000089997","6","87675593","87690847"
"1810021B22RIK","","ENSMUSG00000087331","15","89071196","89075852"
"1810022K09RIK","69126","ENSMUSG00000078784","3","14606284","14611285"
"1810024B03RIK","329509","ENSMUSG00000044145","2","127186355","127208280"
"1810026B05RIK","","ENSMUSG00000101970","7","73539203","73558395"
"1810026J23RIK","69773","ENSMUSG00000048429","9","21592722","21595970"
"1810030O07RIK","69155","ENSMUSG00000044148","X","12654879","12673668"
"1810032O08RIK","","ENSMUSG00000020812","11","116671660","116675799"
"1810034E14RIK","","ENSMUSG00000097101","13","64248700","64268148"
"1810037I17RIK","67704;100039078","ENSMUSG00000054091","3","122924203","122926184"
"1810041H14RIK","","ENSMUSG00000102112","14","121876725","121879409"
"1810041L15RIK","72301","ENSMUSG00000062760","15","84379203","84447097"
"1810043G02RIK","67884","ENSMUSG00000020284","10","77978524","77986905"
"1810043H04RIK","208501","ENSMUSG00000078572","11","120098928","120100705"
"1810044D09RIK","","ENSMUSG00000100680","6","91440987","91441755"
"1810046K07RIK","69809","ENSMUSG00000036027","9","51289686","51328917"
"1810053B23RIK","","ENSMUSG00000100277","16","93343281","93359543"
"1810055G02RIK","72056","ENSMUSG00000035372","19","3708333","3717881"
"1810058I24RIK","","ENSMUSG00000073155","6","35252654","35263496"
"1810062G17RIK","72282","ENSMUSG00000027713","3","36475937","36482299"
"1810062O18RIK","","ENSMUSG00000084925","14","20546079","20570687"
"1810063I02RIK","","ENSMUSG00000085551","11","59921499","59921889"
"1810064F22RIK","","ENSMUSG00000090925","9","22196963","22213860"
"1810065E05RIK","69864","ENSMUSG00000013653","11","58421111","58426024"
"2010001A14RIK","","ENSMUSG00000087165","11","57795499","57801417"
"2010001E11RIK","72045","ENSMUSG00000039339","10","39920382","39926923"
"2010003K11RIK","69861","ENSMUSG00000042041","19","4496790","4498583"
"2010005H15RIK","76770","ENSMUSG00000095620","16","36221468","36257444"
"2010009K17RIK","","ENSMUSG00000100860","2","158070367","158091797"
"2010010A06RIK","","ENSMUSG00000102047","18","75288655","75297329"
"2010016I18RIK","","ENSMUSG00000091575","3","106481982","106485913"
"2010106C02RIK","","ENSMUSG00000100738","17","86285164","86287178"
"2010106E10RIK","67715","ENSMUSG00000025528","X","112495274","112558343"
"2010107E04RIK","70257","ENSMUSG00000021290","12","111961376","111966977"
"2010107G12RIK","243753","ENSMUSG00000029847","6","34945278","34988404"
"2010107G23RIK","69894","ENSMUSG00000020083","10","62107655","62143920"
"2010109A12RIK","75610","ENSMUSG00000029384","5","93206518","93213475"
"2010109I03RIK","67038","ENSMUSG00000063522","15","74876987","74897021"
"2010111I01RIK","72061","ENSMUSG00000021458","13","63014934","63326096"
"2010204K13RIK","","ENSMUSG00000063018","X","7411817","7445143"
"2010300C02RIK","72097","ENSMUSG00000026090","1","37611677","37720085"
"2010308F09RIK","","ENSMUSG00000100714","X","13234641","13247736"
"2010310C07RIK","","ENSMUSG00000101268","6","42370671","42381215"
"2010315B03RIK","630836","ENSMUSG00000074829","9","124291804","124312696"
"2010320M18RIK","","ENSMUSG00000100691","8","70776815","70777823"
"2200002D01RIK","72275","ENSMUSG00000030587","7","29246561","29248432"
"2200002J24RIK","69147","ENSMUSG00000013083","7","30699783","30700380"
"2210010C04RIK","67373","ENSMUSG00000029882","6","41030268","41035509"
"2210011C24RIK","70134","ENSMUSG00000074217","8","84010222","84012171"
"2210013O21RIK","","ENSMUSG00000086316","X","153723590","153741920"
"2210016F16RIK","70153","ENSMUSG00000021550","13","58380046","58385225"
"2210016L21RIK","72357","ENSMUSG00000029559","5","114942158","114949783"
"2210018M11RIK","233545","ENSMUSG00000035401","7","98587137","98656783"
"2210019I11RIK","","ENSMUSG00000092570","5","147228596","147271521"
"2210404O09RIK","70081","ENSMUSG00000078546","17","21879570","21909926"
"2210406O10RIK","","ENSMUSG00000039563","5","36447611","36464853"
"2210407C18RIK","78354","ENSMUSG00000037145","11","58608204","58616075"
"2210408F21RIK","","ENSMUSG00000087380","6","31220351","31337404"
"2210408I21RIK","72371","ENSMUSG00000071252","13","77135540","77613291"
"2210409E12RIK","","ENSMUSG00000081766","11","88972657","88973002"
"2210414B05RIK","","ENSMUSG00000085394","4","3656508","3663108"
"2210417A02RIK","","ENSMUSG00000086494","5","148741840","148743139"
"2210420H20RIK","","ENSMUSG00000101773","18","82754505","82759041"
"2300002M23RIK","69542","ENSMUSG00000039269","17","35567450","35568952"
"2300003K06RIK","100502865","ENSMUSG00000078257","11","99836802","99838066"
"2300005B03RIK","69462","ENSMUSG00000075605","15","74742764","74746693"
"2300009A05RIK","69478","ENSMUSG00000032403","9","63394447","63399246"
"2310001H17RIK","","ENSMUSG00000097354","6","129208412","129238725"
"2310001K24RIK","","ENSMUSG00000053353","2","163471957","163473005"
"2310002F09RIK","","ENSMUSG00000097178","7","43695209","43797958"
"2310002L09RIK","71886","ENSMUSG00000028396","4","73939371","73950846"
"2310005A03RIK","","ENSMUSG00000087254","2","155097789","155100081"
"2310005E17RIK","","ENSMUSG00000099446","13","98424109","98435065"
"2310007B03RIK","71874","ENSMUSG00000034159","1","93151349","93160948"
"2310008N11RIK","","ENSMUSG00000100335","8","26814593","26824423"
"2310009A05RIK","","ENSMUSG00000098332","9","73039718","73042779"
"2310009B15RIK","69549","ENSMUSG00000079283","1","138851983","138856852"
"2310010G23RIK","","ENSMUSG00000097468","X","36814771","36817185"
"2310010J17RIK","","ENSMUSG00000097162","7","90124858","90129474"
"2310011J03RIK","66374","ENSMUSG00000020133","10","80318254","80320537"
"2310015A10RIK","","ENSMUSG00000097729","12","80120548","80132844"
"2310015D24RIK","","ENSMUSG00000099411","16","13514131","13521107"
"2310016D03RIK","","ENSMUSG00000102098","12","30410559","30467358"
"2310020H05RIK","","ENSMUSG00000100410","13","99076526","99087921"
"2310022A10RIK","66367","ENSMUSG00000049643","7","27553233","27582099"
"2310022B05RIK","69551","ENSMUSG00000031983","8","124635766","124663369"
"2310030A07RIK","","ENSMUSG00000099447","1","150320681","150346771"
"2310030G06RIK","66952","ENSMUSG00000032062","9","50739691","50746521"
"2310033P09RIK","67862","ENSMUSG00000020441","11","59208321","59210738"
"2310034C09RIK","117172","ENSMUSG00000068078","16","88758847","88759792"
"2310034G01RIK","","ENSMUSG00000099655","19","46348201","46350302"
"2310034O05RIK","","ENSMUSG00000100157","5","100210692","100218049"
"2310035C23RIK","227446","ENSMUSG00000026319","1","105663861","105755191"
"2310036O22RIK","68544","ENSMUSG00000041203","8","85026833","85030285"
"2310039H08RIK","67101","ENSMUSG00000062619","17","46772635","46773407"
"2310039L15RIK","","ENSMUSG00000100550","10","95336276","95363216"
"2310040G24RIK","","ENSMUSG00000101655","6","86483376","86488227"
"2310043L19RIK","","ENSMUSG00000101746","1","177641542","177642943"
"2310043O21RIK","","ENSMUSG00000102106","15","38549344","38594934"
"2310050C09RIK","66533","ENSMUSG00000090314","3","92868359","92870216"
"2310057J18RIK","67719","ENSMUSG00000015519","10","28972288","28986303"
"2310057M21RIK","68277","ENSMUSG00000040177","7","131342718","131362698"
"2310057N15RIK","69696","ENSMUSG00000048830","16","88773179","88774206"
"2310061I04RIK","69662","ENSMUSG00000050705","17","35892677","35897431"
"2310061N02RIK","69661","ENSMUSG00000050704","16","88707169","88707962"
"2310065F04RIK","","ENSMUSG00000087410","11","67112461","67120080"
"2310067B10RIK","71947","ENSMUSG00000020747","11","115765433","115799366"
"2310068J16RIK","","ENSMUSG00000100084","15","99972164","99973287"
"2310069B03RIK","","ENSMUSG00000100291","6","82877864","82881853"
"2310069G16RIK","","ENSMUSG00000097102","15","44787782","44805827"
"2310075C17RIK","","ENSMUSG00000089718","9","112227579","112228242"
"2310079G19RIK","69699","ENSMUSG00000045331","16","88626786","88627666"
"2410002F23RIK","668661","ENSMUSG00000045411","7","44246722","44252319"
"2410003L11RIK","","ENSMUSG00000085860","11","97598511","97622893"
"2410004B18RIK","66421","ENSMUSG00000036873","3","145938014","145944829"
"2410004I01RIK","","ENSMUSG00000085338","11","102958300","102964387"
"2410004P03RIK","73667","ENSMUSG00000071398","12","17003319","17011727"
"2410006H16RIK","","ENSMUSG00000086841","11","62602877","62604807"
"2410012E07RIK","","ENSMUSG00000099528","14","70852933","70873954"
"2410015M20RIK","224904","ENSMUSG00000049760","17","56607452","56609771"
"2410016O06RIK","71952","ENSMUSG00000046791","12","83950608","83952953"
"2410017I17RIK","","ENSMUSG00000038311","17","36145018","36163176"
"2410018L13RIK","","ENSMUSG00000073164","12","22953997","23010284"
"2410021H03RIK","","ENSMUSG00000100572","17","69275362","69277208"
"2410089E03RIK","73692","ENSMUSG00000039801","15","8169106","8271158"
"2410124H12RIK","","ENSMUSG00000051297","16","92478742","92497366"
"2410131K14RIK","76792","ENSMUSG00000032840","5","118245227","118266093"
"2410137M14RIK","76797","ENSMUSG00000064308","17","36977701","36981237"
"2410141K09RIK","76803","ENSMUSG00000074832","13","66418114","66441118"
"2500002B13RIK","","ENSMUSG00000096917","8","57488054","57508877"
"2500004C02RIK","","ENSMUSG00000073236","2","153341157","153346073"
"2510002D24RIK","72307","ENSMUSG00000071632","16","18836578","18840160"
"2510009E07RIK","72190","ENSMUSG00000043391","16","21649045","21694665"
"2510039O18RIK","77034","ENSMUSG00000044496","4","147940895","147947314"
"2610001J05RIK","","ENSMUSG00000052419","6","13867735","13871518"
"2610002M06RIK","67028;67064","ENSMUSG00000031242","X","107782751","107816334"
"2610005L07RIK","","ENSMUSG00000071793","8","20385782","20424814"
"2610008E11RIK","72128","ENSMUSG00000060301","10","79064374","79097600"
"2610015P09RIK","212153","ENSMUSG00000022701","16","43889800","43964314"
"2610016A17RIK","","ENSMUSG00000101089","19","25671134","25672253"
"2610020C07RIK","","ENSMUSG00000097537","16","11203383","11225796"
"2610020H08RIK","434234","ENSMUSG00000030924","7","119794006","119848943"
"2610027K06RIK","","ENSMUSG00000087013","11","85791661","85832223"
"2610028E06RIK","","ENSMUSG00000085562","4","125887851","125922417"
"2610028H24RIK","76964","ENSMUSG00000009114","10","76449081","76461110"
"2610035D17RIK","","ENSMUSG00000087259","11","113043895","113201838"
"2610035F20RIK","","ENSMUSG00000085555","14","122470284","122475199"
"2610037D02RIK","","ENSMUSG00000097536","15","96134819","96284495"
"2610042L04RIK","554327","ENSMUSG00000079388","14","4334763","4354688"
"2610044O15RIK8","72139","ENSMUSG00000071302","8","129216354","129234406"
"2610203C22RIK","","ENSMUSG00000079671","1","9560832","9631175"
"2610206C17RIK","","ENSMUSG00000085236","7","84689640","84776549"
"2610301B20RIK","67157","ENSMUSG00000059482","4","10874498","10899425"
"2610305D13RIK","112422","ENSMUSG00000066000","4","147611937","147642513"
"2610306M01RIK","","ENSMUSG00000100164","6","86848399","86849440"
"2610307P16RIK","","ENSMUSG00000085936","13","28460034","28885620"
"2610316D01RIK","","ENSMUSG00000097040","3","45280437","45378260"
"2610318N02RIK","70458","ENSMUSG00000049916","16","17113399","17125106"
"2610507B11RIK","72503","ENSMUSG00000010277","11","78261752","78290623"
"2610507I01RIK","","ENSMUSG00000085882","11","59199836","59202385"
"2610524H06RIK","330173","ENSMUSG00000092486","5","114821935","114823468"
"2610528A11RIK","70045","ENSMUSG00000096001","14","37102140","37114022"
"2610528J11RIK","66451","ENSMUSG00000028536","4","118526999","118530228"
"2700029M09RIK","72612","ENSMUSG00000038005","8","60890418","60907580"
"2700038G22RIK","","ENSMUSG00000097180","5","23850597","23855038"
"2700046A07RIK","","ENSMUSG00000041789","18","62751674","62756347"
"2700046G09RIK","","ENSMUSG00000097787","19","32389216","32391184"
"2700049A03RIK","76967","ENSMUSG00000034601","12","71136848","71243303"
"2700060E02RIK","68045","ENSMUSG00000021807","14","19811402","19823823"
"2700062C07RIK","68046","ENSMUSG00000024273","18","24470861","24477765"
"2700069I18RIK","","ENSMUSG00000086224","3","5177586","5220841"
"2700081O15RIK","108899","ENSMUSG00000053080","19","7417625","7425904"
"2700089I24RIK","","ENSMUSG00000100119","19","59493136","59559391"
"2700094K13RIK","72657","ENSMUSG00000076437","2","84669215","84670770"
"2700097O09RIK","72658","ENSMUSG00000062198","12","55045661","55080110"
"2700099C18RIK","","ENSMUSG00000098090","17","94750100","94775132"
"2810001G20RIK","","ENSMUSG00000087497","11","64079484","64083259"
"2810002D19RIK","","ENSMUSG00000045464","2","94406151","94411682"
"2810004N23RIK","66523","ENSMUSG00000031984","8","124839355","124863029"
"2810006K23RIK","72650","ENSMUSG00000047635","5","124328089","124341844"
"2810013P06RIK","","ENSMUSG00000099881","8","123042466","123044602"
"2810021J22RIK","69944","ENSMUSG00000020491","11","58867216","58883288"
"2810025M15RIK","","ENSMUSG00000049881","1","157412352","157420236"
"2810029C07RIK","","ENSMUSG00000096995","12","111572321","111574402"
"2810032G03RIK","","ENSMUSG00000037735","12","5375870","5416631"
"2810047C21RIK1","","ENSMUSG00000092574","7","8086387","8092838"
"2810049E08RIK","","ENSMUSG00000100891","13","83891208","83928710"
"2810403A07RIK","74200","ENSMUSG00000028060","3","88685803","88712924"
"2810403D21RIK","","ENSMUSG00000086629","X","108834478","108974906"
"2810404M03RIK","","ENSMUSG00000102046","8","41827267","42046202"
"2810405F15RIK","","ENSMUSG00000103562","2","116075165","116076096"
"2810408A11RIK","70419","ENSMUSG00000018570","11","69897352","69900987"
"2810408I11RIK","","ENSMUSG00000087213","1","64679871","64690659"
"2810410L24RIK","","ENSMUSG00000075389","11","120185400","120189852"
"2810417H13RIK","68026","ENSMUSG00000040204","9","65890237","65903266"
"2810428I15RIK","66462","ENSMUSG00000058833","8","70504292","70506752"
"2810429I04RIK","","ENSMUSG00000097709","13","3478230","3501393"
"2810433D01RIK","","ENSMUSG00000086283","11","102619796","102624416"
"2810442N19RIK","","ENSMUSG00000090260","1","162004969","162016494"
"2810454H06RIK","","ENSMUSG00000100876","6","134897961","134901108"
"2810459M11RIK","72792","ENSMUSG00000026227","1","86045863","86055456"
"2810468N07RIK","","ENSMUSG00000091475","17","25570811","25575043"
"2810471M01RIK","","ENSMUSG00000084966","11","28681564","28693276"
"2810474O19RIK","67246","ENSMUSG00000032712","6","149309414","149335663"
"2900005J15RIK","","ENSMUSG00000043833","5","25100983","25110109"
"2900009J06RIK","","ENSMUSG00000102014","1","127753616","127774092"
"2900011O08RIK","67254","ENSMUSG00000044117","16","13986604","14101500"
"2900026A02RIK","243219","ENSMUSG00000051339","5","113086323","113163351"
"2900041M22RIK","","ENSMUSG00000054418","11","117611247","117613857"
"2900052N01RIK","","ENSMUSG00000099696","9","46913493","46927366"
"2900055J20RIK","","ENSMUSG00000071860","18","40256962","40257684"
"2900076A07RIK","","ENSMUSG00000097277","7","81523550","81531498"
"2900079G21RIK","","ENSMUSG00000087038","9","112234277","112348925"
"2900092C05RIK","73090","ENSMUSG00000030385","7","12512517","12556323"
"2900097C17RIK","","ENSMUSG00000102869","2","156391831","156392979"
"3000002C10RIK","","ENSMUSG00000070282","9","109827943","109832706"
"3010001F23RIK","","ENSMUSG00000084885","X","152368573","152416698"
"3010026O09RIK","68067","ENSMUSG00000020381","11","50174444","50200115"
"3100003L05RIK","","ENSMUSG00000086254","7","124625670","124708935"
"3110001I22RIK","66598","ENSMUSG00000079737","16","13671929","13678405"
"3110002H16RIK","76482","ENSMUSG00000024410","18","12168717","12189997"
"3110009E18RIK","73103","ENSMUSG00000026388","1","120121187","120188189"
